"name","company","ticker","stock","percent_portfolio","shares","reported_price","percent_difference_current_price","current_price","value"
Francis Chou,Chou Associates Management,MBI,MBIA INC,1.27%,321000,$5.49,35.34%,$3.55,$1762290
Francis Chou,Chou Associates Management,MEOH,METHANEX CORP,0.14%,2120,$48.28,7.62%,$44.60,$102354
Francis Chou,Chou Associates Management,MCO,MOODY'S CORP,1.79%,5899,$420.93,15.10%,$484.49,$2483066
Francis Chou,Chou Associates Management,NAVI,NAVIENT CORP,2.77%,264245,$14.56,10.10%,$16.03,$3847406
Francis Chou,Chou Associates Management,CASH,PATHWARD FINANCIAL INC,1.11%,14105,$56.57,18.63%,$67.11,$797938
Francis Chou,Chou Associates Management,PYPL,PAYPAL HOLDINGS INC,1.71%,41000,$58.03,25.12%,$72.61,$2379230
Francis Chou,Chou Associates Management,POOL,POOL CORP,2.35%,10636,$307.33,12.10%,$344.53,$3268762
Francis Chou,Chou Associates Management,RYAAY,RYANAIR HOLDINGS PLC-SP ADR,0.20%,2375,$116.44,5.74%,$109.76,$276545
Francis Chou,Chou Associates Management,STLA,STELLANTIS NV,6.51%,456388,$19.85,18.99%,$16.08,$9059301
Francis Chou,Chou Associates Management,SYF,SYNCHRONY FINANCIAL,6.56%,193202,$47.19,4.24%,$49.19,$9117199
Francis Chou,Chou Associates Management,VTS,VITESSE ENERGY INC,0.02%,1273,$23.70,3.42%,$24.51,$30184
Francis Chou,Chou Associates Management,WFC,WELLS FARGO & CO,2.54%,59542,$59.39,2.14%,$58.12,$3536199
Ole Andreas Halvorsen,Viking Global Investors,MMM,3M CO,0.65%,1381081,$102.19,29.32%,$132.15,$141132749
Ole Andreas Halvorsen,Viking Global Investors,FDMT,4D MOLECULAR THERAPEUTICS IN,0.24%,2934914,$20.99,25.58%,$15.62,$61603845
Ole Andreas Halvorsen,Viking Global Investors,ACHC,ACADIA HEALTHCARE CO INC,0.84%,3236785,$67.54,17.20%,$79.16,$218612459
Ole Andreas Halvorsen,Viking Global Investors,ADPT,ADAPTIVE BIOTECHNOLOGIES,0.42%,24744809,$3.62,20.17%,$4.35,$89576208
Ole Andreas Halvorsen,Viking Global Investors,ADBE,ADOBE INC,4.86%,2276627,$555.54,3.55%,$575.25,$1264757364
Ole Andreas Halvorsen,Viking Global Investors,ALL,ALLSTATE CORP,0.33%,545182,$159.66,18.92%,$189.87,$87043758
Ole Andreas Halvorsen,Viking Global Investors,AMZN,AMAZONCOM INC,6.90%,7527826,$193.25,10.31%,$173.33,$1454752476
Ole Andreas Halvorsen,Viking Global Investors,AMP,AMERIPRISE FINANCIAL INC,1.49%,909020,$427.19,3.68%,$442.91,$388324254
Ole Andreas Halvorsen,Viking Global Investors,APG,API GROUP CORP,3.91%,27032516,$37.63,11.16%,$33.43,$1017233577
Ole Andreas Halvorsen,Viking Global Investors,APO,APOLLO GLOBAL MANAGEMENT INC,0.44%,772123,$118.07,7.23%,$109.53,$91164572
Ole Andreas Halvorsen,Viking Global Investors,AAPL,APPLE INC,3.72%,4590693,$210.62,4.86%,$220.85,$966891760
Ole Andreas Halvorsen,Viking Global Investors,TEAM,ATLASSIAN CORP -CLASS A,1.00%,1465977,$176.88,8.24%,$162.30,$259302012
Ole Andreas Halvorsen,Viking Global Investors,BMRN,BIOMARIN PHARMACEUTICAL INC,2.24%,5509579,$82.33,9.15%,$89.86,$453603714
Ole Andreas Halvorsen,Viking Global Investors,BBIO,BRIDGEBIO PHARMA INC,2.45%,25120991,$25.33,21.08%,$30.67,$636314702
Ole Andreas Halvorsen,Viking Global Investors,AVGO,BROADCOM INC,1.81%,293097,$1605.53,90.40%,$154.12,$470576026
Ole Andreas Halvorsen,Viking Global Investors,CPT,CAMDEN PROPERTY TRUST,1.37%,2493568,$109.11,14.95%,$125.42,$272073286
Ole Andreas Halvorsen,Viking Global Investors,CVNA,CARVANA CO,0.27%,553621,$128.72,12.45%,$144.74,$71262095
Ole Andreas Halvorsen,Viking Global Investors,CBRE,CBRE GROUP INC - A,1.24%,3620575,$89.11,28.82%,$114.79,$322629438
Ole Andreas Halvorsen,Viking Global Investors,CHTR,CHARTER COMMUNICATIONS INC-A,0.50%,328950,$298.96,10.93%,$331.64,$98343116
Ole Andreas Halvorsen,Viking Global Investors,CSX,CSX CORP,0.61%,4738544,$33.45,4.22%,$34.86,$158504297
Ole Andreas Halvorsen,Viking Global Investors,DDOG,DATADOG INC - CLASS A,0.69%,1376071,$129.69,16.22%,$108.65,$178462648
Ole Andreas Halvorsen,Viking Global Investors,DAWN,DAY ONE BIOPHARMACEUTICALS I,0.14%,1880543,$13.78,0.80%,$13.89,$25913893
Ole Andreas Halvorsen,Viking Global Investors,DLTR,DOLLAR TREE INC,2.79%,6808797,$106.77,40.47%,$63.56,$726975256
Ole Andreas Halvorsen,Viking Global Investors,DASH,DOORDASH INC - A,2.31%,5535921,$108.78,15.30%,$125.42,$602197486
Ole Andreas Halvorsen,Viking Global Investors,EWTX,EDGEWISE THERAPEUTICS INC,0.10%,1066425,$18.01,0.44%,$17.93,$19206316
Ole Andreas Halvorsen,Viking Global Investors,LLY,ELI LILLY & CO,0.50%,144175,$905.38,4.52%,$946.31,$130533162
Ole Andreas Halvorsen,Viking Global Investors,EPAM,EPAM SYSTEMS INC,0.55%,756261,$188.11,6.59%,$200.50,$142260257
Ole Andreas Halvorsen,Viking Global Investors,EQH,EQUITABLE HOLDINGS INC,0.92%,4130980,$40.86,0.49%,$41.06,$168791868
Ole Andreas Halvorsen,Viking Global Investors,FERG,FERGUSON PLC,1.25%,1673699,$193.65,1.02%,$195.62,$324111811
Ole Andreas Halvorsen,Viking Global Investors,FIVN,FIVE9 INC,0.29%,1734414,$44.10,32.38%,$29.82,$76487657
Ole Andreas Halvorsen,Viking Global Investors,F,FORD MOTOR CO,0.91%,12964850,$12.54,12.68%,$10.95,$162579222
Ole Andreas Halvorsen,Viking Global Investors,FTV,FORTIVE CORP,2.86%,10039510,$74.10,3.25%,$71.69,$743927691
Ole Andreas Halvorsen,Viking Global Investors,FCX,FREEPORT-MCMORAN INC,0.98%,5229917,$48.60,14.38%,$41.61,$254173966
Ole Andreas Halvorsen,Viking Global Investors,GEV,GE VERNOVA INC,1.60%,1639314,$171.51,16.40%,$199.63,$281158821
Ole Andreas Halvorsen,Viking Global Investors,DNA,GINKGO BIOWORKS HOLDINGS INC,0.18%,143085126,$0.33,1K+%,$6.24,$47833358
Ole Andreas Halvorsen,Viking Global Investors,HCA,HCA HEALTHCARE INC,0.81%,654167,$321.28,22.73%,$394.30,$210170774
Ole Andreas Halvorsen,Viking Global Investors,HDB,HDFC BANK LTD-ADR,2.17%,5779530,$64.33,4.07%,$61.71,$371797180
Ole Andreas Halvorsen,Viking Global Investors,IMVT,IMMUNOVANT INC,0.24%,2320902,$26.40,16.25%,$30.69,$61271813
Ole Andreas Halvorsen,Viking Global Investors,INBX,INHIBRX BIOSCIENCES INC,0.10%,1787705,$14.17,13.20%,$16.04,$25331780
Ole Andreas Halvorsen,Viking Global Investors,INSM,INSMED INC,0.27%,668200,$67.00,12.31%,$75.25,$44769443
Ole Andreas Halvorsen,Viking Global Investors,ITGR,INTEGER HOLDINGS CORP,0.49%,1111779,$115.79,10.63%,$128.10,$128732890
Ole Andreas Halvorsen,Viking Global Investors,INTU,INTUIT INC,0.85%,335994,$657.21,5.19%,$623.10,$220818617
Ole Andreas Halvorsen,Viking Global Investors,ISRG,INTUITIVE SURGICAL INC,0.58%,212872,$444.85,8.29%,$481.73,$94696371
Ole Andreas Halvorsen,Viking Global Investors,JPM,JPMORGAN CHASE & CO,2.34%,3009822,$202.26,8.44%,$219.33,$608766598
Ole Andreas Halvorsen,Viking Global Investors,KKR,KKR & CO INC,0.22%,545092,$105.24,11.81%,$117.67,$57365482
Ole Andreas Halvorsen,Viking Global Investors,LVS,LAS VEGAS SANDS CORP,3.36%,12168194,$44.25,9.92%,$39.86,$538442603
Ole Andreas Halvorsen,Viking Global Investors,LBPH,LONGBOARD PHARMACEUTICALS IN,0.17%,1658962,$27.03,30.93%,$35.39,$44841743
Ole Andreas Halvorsen,Viking Global Investors,LPLA,LPL FINANCIAL HOLDINGS INC,0.14%,130000,$279.30,21.47%,$219.33,$36309000
Ole Andreas Halvorsen,Viking Global Investors,MCD,MCDONALD'S CORP,1.84%,1125611,$254.84,13.02%,$288.03,$286850809
Ole Andreas Halvorsen,Viking Global Investors,MCK,MCKESSON CORP,0.32%,142169,$584.04,2.18%,$571.28,$83032383
Ole Andreas Halvorsen,Viking Global Investors,META,META PLATFORMS INC-CLASS A,0.52%,266259,$504.22,1.69%,$512.74,$134253113
Ole Andreas Halvorsen,Viking Global Investors,MSFT,MICROSOFT CORP,3.94%,1341013,$446.95,8.51%,$408.90,$599366043
Ole Andreas Halvorsen,Viking Global Investors,NFLX,NETFLIX INC,2.42%,932867,$674.88,0.71%,$679.68,$629573281
Ole Andreas Halvorsen,Viking Global Investors,NAMS,NEWAMSTERDAM PHARMA CO NV,0.59%,8024565,$19.21,16.61%,$16.02,$154151894
Ole Andreas Halvorsen,Viking Global Investors,NRG,NRG ENERGY INC,0.28%,537770,$77.86,1.63%,$79.13,$41870810
Ole Andreas Halvorsen,Viking Global Investors,NVDA,NVIDIA CORP,0.66%,1384547,$123.54,14.03%,$106.21,$171046936
Ole Andreas Halvorsen,Viking Global Investors,ORIC,ORIC PHARMACEUTICALS INC,0.11%,4000000,$7.07,35.64%,$9.59,$28280000
Ole Andreas Halvorsen,Viking Global Investors,OSCR,OSCAR HEALTH INC - CLASS A,0.36%,3290061,$15.82,10.24%,$17.44,$52048766
Ole Andreas Halvorsen,Viking Global Investors,PEPG,PEPGEN INC,0.09%,1482434,$15.96,42.98%,$9.10,$23659647
Ole Andreas Halvorsen,Viking Global Investors,PHVS,PHARVARIS NV,0.26%,3653310,$18.80,7.93%,$17.31,$68682228
Ole Andreas Halvorsen,Viking Global Investors,PM,PHILIP MORRIS INTERNATIONAL,4.25%,5892684,$101.33,24.95%,$126.61,$597105682
Ole Andreas Halvorsen,Viking Global Investors,PCOR,PROCORE TECHNOLOGIES INC,0.35%,1374580,$66.31,15.76%,$55.86,$91148400
Ole Andreas Halvorsen,Viking Global Investors,PGR,PROGRESSIVE CORP,3.20%,4006859,$207.71,22.24%,$253.91,$832264683
Ole Andreas Halvorsen,Viking Global Investors,RLYB,RALLYBIO CORP,0.02%,2202257,$1.34,17.16%,$1.11,$2951025
Ole Andreas Halvorsen,Viking Global Investors,RBC,REGAL BELOIT CORP,0.58%,1123163,$135.22,111.29%,$285.70,$151874101
Ole Andreas Halvorsen,Viking Global Investors,ROIV,ROIVANT SCIENCES LTD,2.81%,69155846,$10.57,11.16%,$11.75,$730977292
Ole Andreas Halvorsen,Viking Global Investors,RPRX,ROYALTY PHARMA PLC- CL A,1.21%,6104729,$26.37,11.00%,$29.27,$160981718
Ole Andreas Halvorsen,Viking Global Investors,RBRK,RUBRIK INC-A,0.11%,897170,$30.66,6.43%,$32.63,$27507232
Ole Andreas Halvorsen,Viking Global Investors,CRM,SALESFORCECOM INC,0.40%,405135,$257.10,3.66%,$247.68,$104160209
Ole Andreas Halvorsen,Viking Global Investors,SNY,SANOFI-ADR,0.06%,324658,$48.52,20.63%,$58.53,$15752433
Ole Andreas Halvorsen,Viking Global Investors,SHW,SHERWIN-WILLIAMS CO/THE,0.47%,407786,$298.43,21.54%,$362.70,$121695576
Ole Andreas Halvorsen,Viking Global Investors,SPOT,SPOTIFY TECHNOLOGY SA,0.57%,474981,$313.79,4.93%,$329.25,$149044288
Ole Andreas Halvorsen,Viking Global Investors,LAB,STANDARD BIOTOOLS INC,0.40%,57478146,$1.77,9.04%,$1.93,$101736319
Ole Andreas Halvorsen,Viking Global Investors,TMUS,T-MOBILE US INC,1.69%,2492802,$176.18,12.84%,$198.80,$439181856
Ole Andreas Halvorsen,Viking Global Investors,TRVI,TREVI THERAPEUTICS INC,0.05%,4400000,$2.98,1.01%,$2.95,$13112000
Ole Andreas Halvorsen,Viking Global Investors,UBS,UBS GROUP AG-REG,0.59%,5004978,$29.44,0.00%,$29.44,$147344510
Ole Andreas Halvorsen,Viking Global Investors,UNH,UNITEDHEALTH GROUP INC,0.86%,441795,$509.26,18.64%,$604.18,$224988522
Ole Andreas Halvorsen,Viking Global Investors,USB,US BANCORP,3.88%,25404913,$39.70,16.02%,$46.06,$1008575046
Ole Andreas Halvorsen,Viking Global Investors,VRT,VERTIV HOLDINGS CO,0.23%,655202,$86.57,13.30%,$75.06,$56720893
Ole Andreas Halvorsen,Viking Global Investors,VKTX,VIKING THERAPEUTICS INC,0.28%,1354450,$53.01,9.60%,$58.10,$71799395
Ole Andreas Halvorsen,Viking Global Investors,WDAY,WORKDAY INC-CLASS A,3.40%,3959965,$223.56,15.67%,$258.60,$885289775
Ole Andreas Halvorsen,Viking Global Investors,ZLAB,ZAI LAB LTD-ADR,0.14%,1904944,$17.33,14.02%,$19.76,$33012691
Christopher Bloomstran,Semper Augustus Investments Group,ALK,ALASKA AIR GROUP INC,2.47%,341767,$40.40,10.59%,$36.12,$13807387
Christopher Bloomstran,Semper Augustus Investments Group,GOOGL,ALPHABET INC-CL A,0.04%,1160,$182.15,14.11%,$156.45,$211294
Christopher Bloomstran,Semper Augustus Investments Group,AXP,AMERICAN EXPRESS CO,0.19%,4156,$231.55,8.72%,$251.74,$962451
Christopher Bloomstran,Semper Augustus Investments Group,AAPL,APPLE INC,0.48%,12650,$210.62,4.86%,$220.85,$2664343
Christopher Bloomstran,Semper Augustus Investments Group,BRK.A,BERKSHIRE HATHAWAY INC CL-A,14.02%,115,$612241.00,16.91%,$715778.00,$70921997
Christopher Bloomstran,Semper Augustus Investments Group,BRK.B,BERKSHIRE HATHAWAY INC CL-B,17.25%,237074,$406.80,17.64%,$478.57,$96441703
Christopher Bloomstran,Semper Augustus Investments Group,CVX,CHEVRON CORP,0.17%,6036,$156.42,9.17%,$142.07,$944151
Christopher Bloomstran,Semper Augustus Investments Group,KO,COCA-COLA CO/THE,0.26%,22425,$63.65,14.00%,$72.56,$1427351
Christopher Bloomstran,Semper Augustus Investments Group,COST,COSTCO WHOLESALE CORP,0.66%,3853,$849.99,4.71%,$890.02,$3275606
Christopher Bloomstran,Semper Augustus Investments Group,CMI,CUMMINS INC,2.03%,40909,$276.93,8.96%,$301.73,$11328929
Christopher Bloomstran,Semper Augustus Investments Group,DG,DOLLAR GENERAL CORP,10.41%,385258,$132.23,38.68%,$81.08,$50942718
Christopher Bloomstran,Semper Augustus Investments Group,DLTR,DOLLAR TREE INC,1.85%,96990,$106.77,40.47%,$63.56,$10355622
Christopher Bloomstran,Semper Augustus Investments Group,EQNR,EQUINOR ASA-SPON ADR,1.38%,270342,$28.56,11.20%,$25.36,$7720968
Christopher Bloomstran,Semper Augustus Investments Group,XOM,EXXON MOBIL CORP,1.16%,48387,$115.12,0.92%,$114.06,$5570316
Christopher Bloomstran,Semper Augustus Investments Group,FIVE,FIVE BELOW,1.29%,66384,$108.97,31.60%,$74.54,$7233864
Christopher Bloomstran,Semper Augustus Investments Group,GEHCV,GE HEALTHCARE INC-W/I,0.06%,3870,$77.92,28.13%,$56.00,$301624
Christopher Bloomstran,Semper Augustus Investments Group,GEV,GE VERNOVA INC,0.13%,4138,$171.51,16.40%,$199.63,$709708
Christopher Bloomstran,Semper Augustus Investments Group,GE,GENERAL ELECTRIC CO,0.37%,12947,$158.97,4.65%,$166.36,$2058185
Christopher Bloomstran,Semper Augustus Investments Group,DINO,HF SINCLAIR CORP,2.60%,272714,$53.34,11.14%,$47.40,$14546590
Christopher Bloomstran,Semper Augustus Investments Group,KGC,KINROSS GOLD CORP,6.92%,3860632,$8.32,3.00%,$8.57,$32120458
Christopher Bloomstran,Semper Augustus Investments Group,MRK,MERCK & CO INC,0.98%,44443,$123.80,6.46%,$115.80,$5502043
Christopher Bloomstran,Semper Augustus Investments Group,MCY,MERCURY GENERAL CORP,13.26%,1394980,$53.14,18.23%,$62.83,$74129224
Christopher Bloomstran,Semper Augustus Investments Group,MCHP,MICROCHIP TECHNOLOGY INC,0.04%,1970,$91.50,15.97%,$76.89,$180316
Christopher Bloomstran,Semper Augustus Investments Group,NEM,NEWMONT CORP,4.87%,649573,$41.87,23.26%,$51.61,$27197605
Christopher Bloomstran,Semper Augustus Investments Group,NKE,NIKE INC -CL B,0.45%,33169,$75.37,7.50%,$81.02,$2499915
Christopher Bloomstran,Semper Augustus Investments Group,NXPI,NXP SEMICONDUCTORS NV,0.67%,11144,$269.09,11.23%,$238.86,$2998739
Christopher Bloomstran,Semper Augustus Investments Group,OLN,OLIN CORP,4.45%,527383,$47.15,9.54%,$42.65,$24866108
Christopher Bloomstran,Semper Augustus Investments Group,OVV,OVINTIV INC,0.14%,16487,$46.87,12.91%,$40.82,$772746
Christopher Bloomstran,Semper Augustus Investments Group,PSX,PHILLIPS 66,0.04%,1472,$141.17,6.29%,$132.29,$207802
Christopher Bloomstran,Semper Augustus Investments Group,SMHI,SEACOR MARINE HOLDINGS INC,0.52%,214561,$13.49,23.80%,$10.28,$2894428
Christopher Bloomstran,Semper Augustus Investments Group,SHEL,SHELL PLC-ADR,0.06%,3825,$72.18,5.08%,$68.51,$276114
Christopher Bloomstran,Semper Augustus Investments Group,PHYS,SPROTT PHYSICAL GOLD TRUST,0.08%,23869,$18.06,7.42%,$19.40,$431074
Christopher Bloomstran,Semper Augustus Investments Group,SBUX,STARBUCKS CORP,3.20%,229823,$77.85,18.60%,$92.33,$17891751
Christopher Bloomstran,Semper Augustus Investments Group,SYF,SYNCHRONY FINANCIAL,0.04%,3349,$47.19,4.24%,$49.19,$158083
Christopher Bloomstran,Semper Augustus Investments Group,TRV,TRAVELERS COS INC/THE,0.73%,20155,$203.34,13.81%,$231.42,$4098318
Christopher Bloomstran,Semper Augustus Investments Group,VLO,VALERO ENERGY CORP,1.05%,37619,$156.76,10.93%,$139.63,$5897196
Christopher Bloomstran,Semper Augustus Investments Group,VIAC,VIACOMCBS INC - CLASS B,3.13%,1320696,$10.39,184.70%,$29.58,$13722035
Christopher Bloomstran,Semper Augustus Investments Group,DIS,WALT DISNEY CO/THE,2.43%,136693,$99.29,10.11%,$89.25,$13572205
Christopher Bloomstran,Semper Augustus Investments Group,WAFD,WASHINGTON FEDERAL INC,0.14%,20033,$28.58,25.79%,$35.95,$572551
David Einhorn,Greenlight Capital,ALIT,ALIGHT INC - CLASS A,4.00%,11074090,$7.38,1.22%,$7.29,$81726785
David Einhorn,Greenlight Capital,BHF,BRIGHTHOUSE FINANCIAL INC,6.30%,2973031,$43.34,4.96%,$45.49,$128851164
David Einhorn,Greenlight Capital,CPRI,CAPRI HOLDINGS LTD,1.11%,568359,$33.08,8.98%,$36.05,$18801319
David Einhorn,Greenlight Capital,CEIX,CONSOL ENERGY INC,8.19%,1640750,$102.03,7.23%,$94.65,$167405722
David Einhorn,Greenlight Capital,COYA,COYA THERAPEUTICS INC,0.38%,1274026,$6.06,3.96%,$5.82,$7720598
David Einhorn,Greenlight Capital,DNMR,DANIMER SCIENTIFIC INC,0.08%,2228682,$0.60,45.29%,$0.33,$1344340
David Einhorn,Greenlight Capital,DHT,DHT HOLDINGS INC,2.28%,4024340,$11.57,10.63%,$10.34,$46561614
David Einhorn,Greenlight Capital,FCG,FIRST TRUST NATURAL GAS ETF,0.09%,70830,$26.28,8.79%,$23.97,$1861412
David Einhorn,Greenlight Capital,GANX,GAIN THERAPEUTICS INC,0.04%,452904,$1.28,18.75%,$1.04,$579716
David Einhorn,Greenlight Capital,GLPG,GALAPAGOS NV-SPON ADR,0.28%,234828,$24.78,15.17%,$28.54,$5819038
David Einhorn,Greenlight Capital,GPRO,GOPRO INC-CLASS A,0.20%,2823100,$1.42,12.68%,$1.24,$4008802
David Einhorn,Greenlight Capital,GPK,GRAPHIC PACKAGING HOLDING CO,1.79%,1095962,$26.21,10.15%,$28.87,$28725165
David Einhorn,Greenlight Capital,GRBK,GREEN BRICK PARTNERS INC,29.31%,10467383,$57.24,31.67%,$75.37,$599153003
David Einhorn,Greenlight Capital,HPQ,HP INC,5.78%,3373030,$35.02,0.89%,$35.33,$118123510
David Einhorn,Greenlight Capital,IAC,IAC INTERACTIVECORP NEW,0.67%,224424,$46.85,10.46%,$51.75,$10514273
David Einhorn,Greenlight Capital,PPA,INVESCO AEROSPACE & DEFENSE,0.92%,182511,$102.72,7.61%,$110.54,$18747530
David Einhorn,Greenlight Capital,PDBC,INVESCO OPTIMUM YIELD DIVERS,0.08%,117360,$14.05,7.76%,$12.96,$1648909
David Einhorn,Greenlight Capital,KPLTW,KATAPULT HOLDINGS INC -CW26,0.00%,197981,$0.01,13.04%,$0.01,$2276
David Einhorn,Greenlight Capital,KD,KYNDRYL HOLDINGS INC,5.71%,4435819,$26.31,11.17%,$23.37,$116706398
David Einhorn,Greenlight Capital,LBTYA,LIBERTY GLOBAL LTD-A,1.74%,2041580,$17.43,14.92%,$20.03,$35584740
David Einhorn,Greenlight Capital,LIVN,LIVANOVA PLC,1.73%,476759,$54.82,10.47%,$49.08,$26135931
David Einhorn,Greenlight Capital,NUVB,NUVATION BIO INC,0.01%,34995,$2.92,3.08%,$3.01,$102185
David Einhorn,Greenlight Capital,NUVB.WS,NUVATION BIO INC -CW27,0.00%,100000,$0.16,0,0,$16000
David Einhorn,Greenlight Capital,ODP,ODP CORP/THE,4.27%,2222470,$39.27,26.99%,$28.67,$87276396
David Einhorn,Greenlight Capital,PTON,PELOTON INTERACTIVE INC-A,1.12%,4922126,$3.38,35.21%,$4.57,$16636787
David Einhorn,Greenlight Capital,PENN,PENN NATIONAL GAMING INC,4.82%,5095340,$19.36,1.01%,$19.16,$98620306
David Einhorn,Greenlight Capital,ROIV,ROIVANT SCIENCES LTD,2.49%,4810960,$10.57,11.16%,$11.75,$50851847
David Einhorn,Greenlight Capital,SDRL,SEADRILL LIMITED,1.43%,404277,$51.50,22.33%,$40.00,$20820294
David Einhorn,Greenlight Capital,SHC,SOTERA HEALTH CO,0.17%,300110,$11.87,29.82%,$15.41,$3562305
David Einhorn,Greenlight Capital,GLD,SPDR GOLD SHARES,2.13%,202331,$215.01,7.17%,$230.43,$43503189
David Einhorn,Greenlight Capital,XAR,SPDR S&P AEROSPACE & DEF ETF,0.87%,88652,$139.98,8.60%,$152.02,$12409523
David Einhorn,Greenlight Capital,TLIS,TALIS BIOMEDICAL CORP,0.06%,149052,$8.66,49.43%,$4.38,$1291059
David Einhorn,Greenlight Capital,TECK,TECK RESOURCES LTD-CLS B,2.55%,1086663,$47.90,5.89%,$45.08,$52051158
David Einhorn,Greenlight Capital,THC,TENET HEALTHCARE CORP,3.89%,406420,$133.03,21.87%,$162.12,$54066100
David Einhorn,Greenlight Capital,TEVA,TEVA PHARMACEUTICAL-SP ADR,0.26%,324850,$16.25,16.68%,$18.96,$5278813
David Einhorn,Greenlight Capital,GDX,VANECK GOLD MINERS ETF,0.18%,111390,$33.93,8.78%,$36.91,$3779463
David Einhorn,Greenlight Capital,OIH,VANECK OIL SERVICES ETF,0.17%,7461,$316.18,11.08%,$281.16,$2359113
David Einhorn,Greenlight Capital,VTRSV,VIATRIS INC-W/I,3.85%,7399810,$10.63,0,0,$78659981
David Einhorn,Greenlight Capital,WFRD,WEATHERFORD INTERNATIONAL PL,1.06%,115270,$122.45,21.72%,$95.85,$14114854
Pat Dorsey,Dorsey Asset Management,GOOG,ALPHABET INC-CL C,10.17%,332666,$183.42,13.96%,$157.81,$61017711
Pat Dorsey,Dorsey Asset Management,AZO,AUTOZONE INC,10.72%,30351,$2964.10,6.84%,$3166.71,$89963399
Pat Dorsey,Dorsey Asset Management,DHR,DANAHER CORP,9.12%,306420,$249.85,5.86%,$264.49,$76559037
Pat Dorsey,Dorsey Asset Management,HRI,HERC HOLDINGS INC,6.97%,307382,$133.29,3.06%,$137.37,$40971026
Pat Dorsey,Dorsey Asset Management,META,META PLATFORMS INC-CLASS A,14.40%,239724,$504.22,1.69%,$512.74,$120873635
Pat Dorsey,Dorsey Asset Management,PYPL,PAYPAL HOLDINGS INC,8.28%,1197048,$58.03,25.12%,$72.61,$69464695
Pat Dorsey,Dorsey Asset Management,SEMR,SEMRUSH HOLDINGS INC-A,5.68%,2437791,$13.39,0.82%,$13.28,$32642031
Pat Dorsey,Dorsey Asset Management,SMAR,SMARTSHEET INC-CLASS A,13.03%,2480389,$44.08,7.40%,$47.34,$109335547
Pat Dorsey,Dorsey Asset Management,SPT,SPROUT SOCIAL INC - CLASS A,7.34%,1725977,$35.68,18.47%,$29.09,$61582859
Pat Dorsey,Dorsey Asset Management,UPWK,UPWORK INC,3.49%,1825946,$10.75,10.79%,$9.59,$19628922
Pat Dorsey,Dorsey Asset Management,WIX,WIXCOM LTD,10.82%,570859,$159.07,0.59%,$158.13,$90806541
Dennis Hong,ShawSpring Partners,BLND,BLEND LABS INC-A,2.29%,6716144,$2.36,43.64%,$3.39,$15850100
Dennis Hong,ShawSpring Partners,CPNG,COUPANG INC,9.70%,3210459,$20.95,12.36%,$23.54,$67259116
Dennis Hong,ShawSpring Partners,HLT,HILTON WORLDWIDE HOLDINGS IN,14.43%,318602,$218.20,1.81%,$214.25,$69519086
Dennis Hong,ShawSpring Partners,IAC,IAC INTERACTIVECORP NEW,15.85%,2345335,$46.85,10.46%,$51.75,$109878945
Dennis Hong,ShawSpring Partners,INTU,INTUIT INC,11.87%,125177,$657.21,5.19%,$623.10,$82267576
Dennis Hong,ShawSpring Partners,MNDY,MONDAYCOM LTD,14.40%,281940,$240.76,2.94%,$247.84,$67879932
Dennis Hong,ShawSpring Partners,NCNO,NCINO INC,5.58%,1229338,$31.45,4.01%,$30.19,$38662680
Dennis Hong,ShawSpring Partners,PCOR,PROCORE TECHNOLOGIES INC,2.32%,242407,$66.31,15.76%,$55.86,$16074008
Dennis Hong,ShawSpring Partners,SE,SEA LTD-ADR,8.74%,564450,$71.42,9.42%,$78.15,$40313019
Dennis Hong,ShawSpring Partners,FOUR,SHIFT4 PAYMENTS INC-CLASS A,14.84%,1402433,$73.35,5.39%,$77.30,$102868461
Daniel Loeb,Third Point,AAP,ADVANCE AUTO PARTS INC,1.08%,1500100,$63.07,32.75%,$42.42,$94617307
Daniel Loeb,Third Point,GOOGL,ALPHABET INC-CL A,4.13%,1980000,$182.15,14.11%,$156.45,$360657000
Daniel Loeb,Third Point,AMZN,AMAZONCOM INC,11.28%,3111000,$193.25,10.31%,$173.33,$601200750
Daniel Loeb,Third Point,AIG,AMERICAN INTERNATIONAL GROUP,2.93%,3450000,$74.24,3.30%,$76.69,$256128000
Daniel Loeb,Third Point,APH,AMPHENOL CORP-CL A,2.16%,2800000,$67.37,9.01%,$61.30,$188636000
Daniel Loeb,Third Point,APO (Pfd),APOLLO GLOBAL MANAGEMENT,0.68%,900000,$65.61,0,0,$59049000
Daniel Loeb,Third Point,APO,APOLLO GLOBAL MANAGEMENT INC,1.35%,595000,$118.07,7.23%,$109.53,$70251650
Daniel Loeb,Third Point,AAPL,APPLE INC,4.70%,1950000,$210.62,4.86%,$220.85,$410709000
Daniel Loeb,Third Point,ASML,ASML HOLDING NV-NY REG SHS,0.94%,46400,$1022.73,20.66%,$811.48,$47454672
Daniel Loeb,Third Point,AUR,AURORA INNOVATION INC,0.03%,1032463,$2.77,51.26%,$4.19,$2859923
Daniel Loeb,Third Point,AUROW,AURORA INNOVATION INC -CW28,0.00%,1835000,$0.21,73.91%,$0.36,$379845
